track_id,outliers
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,1
633,1
634,1
635,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,1
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,-1
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,-1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,-1
709,1
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,1
725,1
726,1
727,1
728,1
729,1
730,1
731,1
734,1
735,1
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,1
803,1
804,1
805,1
806,1
807,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,1
850,1
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,1
866,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
885,1
886,1
887,1
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,1
944,1
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,1
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,1
983,1
984,1
985,1
986,1
987,1
988,1
989,1
990,1
991,1
992,1
993,1
995,-1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,1
1006,1
1007,1
1009,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,-1
1043,1
1044,1
1045,1
1046,1
1047,1
1048,1
1049,1
1050,1
1051,1
1052,1
1058,1
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1066,-1
1067,-1
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,-1
1077,1
1078,1
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,-1
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1105,1
1106,1
1107,1
1108,1
1110,1
1111,1
1113,1
1116,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1133,1
1135,1
1136,1
1138,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1150,-1
1151,-1
1152,-1
1153,-1
1154,-1
1155,-1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,-1
1184,1
1185,1
1186,1
1187,1
1188,1
1189,1
1190,1
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,1
1270,1
1271,1
1272,1
1273,1
1274,1
1275,1
1276,1
1277,1
1278,1
1279,1
1280,1
1281,1
1282,1
1283,1
1284,1
1285,1
1286,1
1287,1
1288,1
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,1
1298,1
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,1
1319,1
1320,1
1321,1
1322,1
1323,1
1324,1
1325,1
1326,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,1
1336,1
1337,1
1338,1
1339,1
1340,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1380,1
1381,1
1382,1
1383,1
1384,-1
1412,1
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1435,1
1436,1
1437,1
1438,1
1439,1
1441,1
1442,1
1443,1
1444,1
1450,1
1451,1
1474,1
1475,1
1476,1
1477,1
1478,1
1479,1
1480,1
1481,1
1482,-1
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,1
1522,1
1523,1
1524,1
1525,1
1526,1
1527,1
1528,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,1
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,1
1561,1
1562,1
1563,-1
1564,-1
1565,1
1566,1
1567,1
1568,1
1569,1
1570,1
1572,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,1
1591,1
1592,1
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1599,1
1600,1
1601,1
1602,1
1603,1
1604,1
1605,1
1606,1
1607,1
1608,1
1609,1
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,1
1628,1
1629,1
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1644,1
1645,1
1648,1
1649,1
1652,1
1657,1
1658,1
1659,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1672,1
1673,1
1674,1
1675,1
1676,1
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,1
1686,1
1687,1
1688,1
1689,1
1690,1
1691,1
1692,1
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,-1
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,1
1714,1
1715,1
1716,1
1717,1
1718,1
1719,1
1720,1
1721,1
1722,1
1723,1
1725,1
1726,1
1727,1
1728,1
1730,1
1731,1
1732,1
1733,-1
1734,1
1735,-1
1736,1
1737,1
1738,1
1739,1
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1770,1
1771,1
1772,1
1773,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,1
1789,1
1790,1
1791,1
1792,1
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1840,1
1841,1
1842,1
1843,1
1844,1
1860,1
1861,1
1863,1
1864,1
1865,1
1866,1
1867,1
1868,1
1869,1
1870,1
1871,1
1872,1
1873,1
1874,1
1875,1
1876,1
1877,1
1878,1
1879,1
1882,1
1883,1
1884,1
1885,1
1886,1
1887,1
1888,1
1889,-1
1890,1
1891,-1
1892,-1
1893,1
1894,1
1895,1
1896,1
1898,1
1899,1
1900,1
1901,1
1902,1
1909,1
1910,1
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,1
1919,1
1920,1
1921,1
1922,1
1923,1
1924,1
1925,1
1926,1
1927,1
1928,1
1929,-1
1930,1
1931,1
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,1
1945,1
1946,1
1947,1
1948,1
1949,1
1950,1
1951,1
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,1
1969,1
1970,1
1971,1
1972,1
1973,1
1974,1
1975,1
1976,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,1
1987,1
1988,1
1989,1
1990,1
1991,1
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,1
2002,1
2003,1
2004,1
2005,1
2006,1
2007,1
2008,1
2010,1
2011,1
2012,1
2014,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2069,1
2070,1
2071,1
2072,1
2073,1
2074,1
2075,1
2076,1
2077,1
2078,1
2079,1
2080,1
2081,1
2082,1
2096,-1
2097,1
2098,1
2099,1
2100,-1
2101,1
2102,1
2103,1
2104,1
2105,-1
2106,1
2107,1
2108,1
2109,1
2110,1
2111,1
2112,1
2113,1
2114,1
2115,1
2116,1
2117,1
2119,1
2120,1
2125,1
2126,1
2127,1
2128,1
2129,1
3154,1
3225,1
3256,1
3257,1
3258,1
3259,1
3260,1
3261,1
3262,1
3263,1
3264,1
3265,1
3266,1
3267,1
3268,1
3276,-1
3277,1
3278,1
3279,-1
3280,1
3284,1
3285,1
3286,1
3287,1
3288,1
3289,1
3290,1
3291,1
3314,1
3315,1
3316,1
3317,1
3318,1
3319,1
3320,1
3321,1
3322,1
3323,1
3324,1
3357,1
3358,1
3359,1
3360,1
3361,1
3362,1
3363,1
3364,1
3365,1
3367,1
3368,1
3369,1
3370,1
3371,1
3372,1
3373,1
3375,1
3377,1
3379,1
3380,1
3382,1
3384,1
3385,1
3386,1
3401,1
3402,1
3403,1
3404,1
3405,1
3406,1
3407,1
3408,1
3409,1
3424,1
3425,1
3426,1
3427,1
3428,1
3429,1
3430,1
3431,1
3432,1
3433,1
3435,1
3440,1
3443,1
3444,1
3445,1
3446,1
3447,1
3448,1
3449,1
3450,1
3451,1
3452,1
3453,1
3454,1
3455,1
3456,1
3457,1
3458,1
3459,1
3460,1
3461,-1
3462,1
3463,-1
3464,1
3465,-1
3466,-1
3467,1
3468,1
3469,1
3470,1
3471,1
3472,1
3473,1
3474,1
3475,1
3476,1
3477,1
3478,1
3479,1
3488,1
3489,1
3490,1
3491,1
3492,1
3493,1
3494,1
3495,1
3496,1
3497,1
3498,1
3499,1
3501,1
3502,1
3503,1
3504,1
3505,1
3514,1
3515,1
3516,1
3517,1
3518,1
3519,1
3520,1
3521,1
3522,1
3532,1
3533,1
3534,1
3535,1
3536,1
3537,1
3538,1
3539,1
3540,1
3541,1
3542,1
3543,1
3544,1
3545,1
3546,1
3547,1
3548,1
3551,1
3552,1
3553,1
3554,1
3556,1
3557,1
3558,1
3559,1
3560,1
3561,1
3562,1
3563,1
3564,1
3565,1
3566,1
3567,1
3568,1
3569,1
3570,1
3571,1
3572,-1
3573,1
3574,1
3575,1
3579,1
3580,1
3581,1
3582,1
3583,1
3584,1
3585,1
3586,1
3587,1
3588,1
3589,1
3590,1
3591,1
3592,1
3593,1
3594,1
3595,1
3596,1
3597,1
3598,1
3599,1
3600,1
3602,-1
3603,1
3604,1
3605,1
3606,1
3607,1
3608,1
3609,1
3610,1
3612,1
3613,1
3614,1
3616,1
3617,1
3618,1
3619,1
3620,1
3621,1
3622,1
3624,1
3625,1
3626,1
3638,1
3645,1
3646,1
3647,1
3648,1
3649,1
3650,1
3651,1
3652,1
3653,1
3654,1
3655,1
3656,1
3657,1
3658,1
3659,1
3660,1
3661,1
3662,1
3663,1
3664,1
3665,1
3666,1
3667,1
3668,1
3669,1
3670,1
3671,1
3672,1
3678,1
3679,1
3680,1
3681,1
3682,1
3683,1
3684,1
3685,1
3686,1
3687,1
3688,1
3689,1
3690,1
3691,1
3692,1
3693,1
3694,1
3695,1
3696,1
3697,1
3698,1
3699,1
3700,1
3701,1
3702,1
3703,1
3704,1
3705,1
3707,1
3708,1
3709,1
3710,1
3711,1
3714,1
3715,1
3716,1
3717,1
3718,1
3719,1
3720,1
3721,1
3722,1
3723,1
3724,1
3725,1
3726,1
3727,1
3728,1
3729,1
3735,1
3736,1
3737,1
3738,1
3739,1
3741,1
3742,1
3743,1
3744,1
3745,1
3746,1
3747,-1
3748,1
3749,1
3750,1
3751,1
3752,1
3753,1
3754,1
3755,1
3756,1
3758,1
3759,1
3760,1
3761,1
3762,1
3763,-1
3764,1
3765,1
3766,1
3767,1
3768,-1
3769,-1
3770,-1
3771,-1
3772,-1
3773,-1
3774,-1
3775,1
3776,1
3777,1
3778,1
3779,1
3780,1
3781,1
3782,1
3783,1
3784,1
3785,1
3786,1
3787,1
3788,1
3789,1
3790,1
3791,1
3792,1
3793,1
3794,1
3795,1
3796,1
3797,1
3799,1
3800,1
3801,1
3802,1
3803,1
3804,1
3805,1
3806,1
3807,1
3808,1
3809,1
3810,1
3811,1
3812,1
3813,1
3814,1
3815,1
3816,1
3817,1
3818,1
3819,1
3820,1
3821,1
3822,1
3823,1
3825,1
3826,1
3827,1
3828,1
3829,1
3830,1
3831,1
3832,1
3833,1
3834,1
3835,1
3836,1
3837,1
3838,1
3839,1
3840,1
3841,1
3842,1
3843,1
3844,1
3845,1
3846,1
3854,1
3855,1
3856,1
3857,1
3859,1
3860,1
3861,1
3862,1
3863,1
3864,-1
3865,1
3866,1
3867,1
3868,1
3869,1
3870,1
3871,1
3872,1
3873,1
3874,1
3875,1
3876,1
3880,1
3881,1
3882,1
3883,1
3884,1
3885,1
3886,-1
3887,1
3888,1
3889,1
3890,1
3891,1
3892,1
3893,1
3894,1
3895,1
3896,1
3897,1
3898,1
3899,1
3902,-1
3903,-1
3904,1
3905,1
3906,1
3908,1
3909,1
3910,1
3911,1
3912,1
3913,1
3914,1
3915,1
3916,1
3917,1
3918,1
3919,1
3920,1
3921,1
3922,1
3923,1
3924,1
3925,1
3926,1
3927,1
3928,1
3929,1
3930,1
3931,1
3932,1
3933,1
3934,1
3935,1
3936,1
3937,1
3938,1
3939,1
3940,1
3941,1
3942,1
3943,1
3944,1
3945,1
3946,1
3947,1
3948,1
3950,1
3951,1
3952,1
3953,1
3954,1
3955,1
3956,1
3957,1
3958,1
3959,1
3960,1
3961,1
3962,1
3963,1
3964,1
3965,1
3966,1
3967,1
3968,1
3969,1
3970,1
3971,1
3972,1
3973,1
3974,1
3975,1
3976,1
3977,1
3978,1
3979,1
3980,1
3981,1
3982,1
3983,1
3984,1
3985,1
3986,1
3987,1
3988,1
3989,1
3990,1
4000,1
4001,1
4002,1
4003,1
4004,1
4005,1
4006,1
4007,1
4008,1
4009,1
4010,1
4011,1
4012,1
4013,1
4014,1
4015,1
4016,1
4017,1
4018,-1
4019,1
4020,1
4021,1
4022,1
4023,1
4024,1
4025,1
4026,1
4027,1
4028,1
4029,1
4030,1
4031,1
4032,1
4033,1
4034,1
4035,1
4036,1
4037,1
4038,1
4039,1
4040,1
4041,1
4042,1
4043,1
4044,1
4045,1
4054,1
4055,1
4056,1
4065,1
4066,1
4067,1
4068,1
4069,1
4070,1
4071,1
4072,1
4073,1
4074,1
4075,1
4076,1
4077,1
4078,1
4079,1
4080,1
4082,-1
4083,1
4084,1
4085,1
4086,1
4087,1
4088,1
4089,1
4090,1
4091,1
4092,1
4093,1
4094,1
4095,1
4096,1
4097,1
4098,1
4099,1
4100,1
4101,1
4102,1
4103,1
4104,1
4105,1
4106,1
4107,1
4108,-1
4109,1
4110,1
4111,1
4112,1
4113,1
4114,1
4116,1
4117,1
4118,1
4119,1
4120,1
4121,1
4122,1
4123,1
4124,1
4125,1
4126,1
4127,1
4128,1
4129,1
4130,1
4131,1
4132,1
4133,1
4134,1
4135,1
4151,1
4154,1
4155,1
4156,1
4157,1
4158,1
4159,1
4160,1
4161,1
4162,1
4164,1
4165,1
4166,1
4167,1
4168,1
4169,1
4170,1
4171,1
4172,1
4173,1
4174,1
4175,1
4176,1
4177,1
4178,1
4179,1
4180,1
4181,1
4182,1
4183,1
4184,1
4185,1
4186,1
4187,1
4188,1
4189,1
4190,1
4191,1
4192,-1
4193,1
4194,1
4195,1
4196,1
4197,1
4198,1
4199,1
4200,-1
4201,1
4202,1
4203,-1
4204,-1
4205,-1
4206,-1
4207,-1
4208,-1
4209,-1
4210,-1
4211,-1
4212,-1
4213,-1
4214,1
4215,1
4216,1
4217,1
4218,1
4219,1
4220,1
4221,1
4222,1
4223,1
4224,1
4225,1
4226,1
4227,1
4228,1
4229,1
4230,1
4231,1
4232,1
4233,1
4234,-1
4235,1
4236,1
4237,1
4238,1
4239,1
4240,-1
4242,1
4243,1
4244,1
4245,1
4246,1
4247,1
4249,1
4250,1
4251,1
4252,1
4253,1
4254,1
4255,1
4256,1
4257,1
4258,1
4259,1
4260,1
4261,1
4262,1
4263,1
4264,1
4265,1
4266,1
4267,1
4268,1
4269,1
4270,1
4271,1
4272,1
4273,1
4274,1
4275,1
4276,1
4277,1
4279,1
4280,-1
4281,1
4283,1
4284,1
4285,1
4296,1
4297,1
4298,1
4299,1
4300,1
4301,1
4302,1
4303,1
4304,1
4305,1
4306,1
4307,1
4308,1
4309,1
4310,1
4311,1
4312,1
4313,1
4315,1
4316,1
4330,1
4331,1
4332,1
4333,1
4334,1
4335,1
4336,1
4344,1
4345,1
4346,1
4347,1
4348,1
4349,1
4350,1
4363,1
4364,1
4365,1
4366,1
4367,1
4368,1
4369,1
4370,1
4371,1
4372,1
4373,1
4374,1
4375,1
4376,1
4377,1
4378,1
4379,1
4380,1
4381,1
4382,1
4383,1
4384,1
4385,1
4386,1
4387,1
4388,1
4389,1
4391,1
4392,1
4393,1
4394,1
4395,1
4396,1
4397,1
4398,1
4399,-1
4400,1
4401,1
4402,1
4403,1
4404,1
4405,1
4406,1
4407,1
4408,1
4409,1
4410,1
4411,1
4412,1
4413,1
4414,1
4415,1
4416,1
4417,1
4418,1
4419,1
4420,1
4421,1
4422,1
4423,1
4424,1
4425,1
4426,1
4427,1
4428,1
4429,-1
4430,1
4431,1
4432,1
4433,1
4434,1
4435,1
4436,1
4437,1
4438,1
4439,1
4440,1
4441,1
4442,1
4443,1
4444,1
4445,1
4446,1
4447,1
4449,1
4450,1
4451,1
4452,1
4453,1
4454,1
4455,-1
4456,1
4457,1
4458,1
4459,1
4460,1
4461,1
4463,1
4464,1
4465,1
4466,1
4467,1
4468,1
4469,1
4470,1
4471,1
4472,1
4473,1
4474,-1
4475,1
4476,1
4477,1
4478,1
4479,1
4480,1
4481,1
4482,1
4483,-1
4484,1
4485,1
4486,1
4487,1
4488,1
4489,1
4490,1
4491,1
4492,1
4493,1
4494,1
4495,1
4496,1
4497,1
4498,1
4499,1
4500,1
4501,1
4502,1
4503,1
4505,1
4506,-1
4507,1
4508,-1
4509,1
4510,1
4511,1
4513,1
4514,-1
4515,1
4516,1
4517,-1
4518,1
4519,-1
4520,-1
4521,-1
4522,-1
4523,-1
4524,1
4532,1
4534,1
4535,1
4536,1
4537,1
4538,-1
4539,1
4540,1
4541,1
4542,1
4543,1
4544,1
4599,1
4600,1
4601,1
4602,1
4603,1
4604,1
4605,1
4606,1
4607,1
4682,1
4683,1
4684,1
4685,1
4686,1
4687,1
4688,1
4691,1
4692,1
4693,1
4694,1
4695,1
4696,1
4697,1
4698,1
4699,1
4700,1
4701,1
4702,1
4703,1
4704,1
4705,1
4706,1
4707,1
4708,1
4709,1
4712,1
4713,1
4736,1
4737,1
4738,1
4739,1
4740,1
4741,1
4742,1
4743,1
4744,1
4745,1
4746,1
4747,1
4748,1
4749,1
4750,1
4751,1
4752,1
4753,1
4754,1
4755,1
4756,1
4757,1
4758,1
4759,1
4760,1
4761,1
4762,1
4763,1
4764,1
4765,1
4766,1
4767,1
4768,1
4769,1
4770,1
4771,1
4772,1
4773,1
4774,1
4775,1
4776,-1
4777,-1
4778,1
4779,1
4780,1
4781,1
4782,1
4783,1
4784,1
4785,1
4786,1
4787,1
4788,1
4789,1
4790,1
4791,1
4792,1
4793,1
4794,1
4795,1
4796,1
4797,1
4798,1
4799,1
4800,1
4801,1
4802,1
4803,1
4804,1
4827,1
4828,1
4829,1
4830,1
4831,1
4832,1
4833,1
4834,1
4835,1
4836,1
4837,1
4838,1
4840,1
4841,1
4846,1
4847,1
4848,1
4849,1
4850,1
4851,1
4853,1
4854,1
4855,1
4856,1
4857,1
4858,1
4859,1
4860,1
4861,1
4862,1
4863,1
4864,1
4865,1
4866,1
4867,1
4868,1
4869,1
4870,1
4871,1
4872,1
4873,1
4874,1
4875,1
4876,1
4877,1
4878,1
4879,1
4880,1
4881,1
4882,1
4883,1
4884,1
4885,1
4886,1
4887,1
4888,1
4889,1
4890,1
4891,1
4892,1
4893,1
4894,1
4895,1
4896,1
4897,1
4898,1
4899,1
4900,1
4901,1
4902,1
4903,1
4904,1
4905,1
4906,1
4907,1
4908,1
4909,1
4910,1
4911,1
4912,1
4913,1
4914,1
4915,1
4916,1
4917,1
4918,1
4919,1
4920,1
4921,1
4922,1
4923,1
4924,1
4925,1
4926,1
4927,1
4928,1
4929,1
4930,1
4931,1
4932,1
4933,1
4934,1
4935,1
4936,1
4937,1
4938,1
4939,1
4940,1
4941,1
4942,1
4943,1
4944,1
4945,1
4946,1
4947,1
4948,1
4949,1
4950,1
4951,1
4952,1
4953,1
4954,1
4955,1
4956,1
4957,1
4958,1
4959,1
4960,1
4961,1
4962,1
4963,1
4964,1
4965,1
4966,1
4967,1
4968,1
4969,1
4970,1
4971,1
4972,1
4973,1
4974,1
4975,1
4976,1
4977,1
4978,1
4979,1
4980,1
4981,1
4982,1
4983,1
4984,1
4985,1
4986,1
4987,1
4988,1
4989,1
4991,1
4994,-1
4996,1
4997,1
4998,1
4999,1
5000,1
5001,1
